ID,VALUE
0017000000nz02JAAQ,Approximately $107 MM
0017000000nzHS9AAM,$54mn
0017000000oGrIvAAK,75
0017000000oHdoWAAS,$252 
0017000000or0E7AAI,31.1
0017000000osIqwAAE,NA
0017000000p5ny2AAA,150
0017000000p6Vy4AAE,($300)
0017000000p6VzqAAE,175 Mn
0017000000p7MqoAAE,$7.02 
0017000000p7YuPAAU,150
0017000000pcbNSAAY,-$220 mm
0017000000pcolWAAQ,960
0017000000pdQ0YAAU,111
0017000000peHDKAA2,75
0017000000pexDBAAY,740
0017000000pfhI8AAI,1000
0017000000pg3cnAAA,96 mm
0017000000q3wgxAAA,726
0017000000qJFBvAAO,910
0017000000qK7VzAAK,150
0017000000qKGzuAAG,525
0017000000qL5QXAA0,160
0017000000qLAEcAAO,25.595mm
0017000000s6b5UAAQ,- $465 mm
0017000000que9HAAQ,212
0017000000qvQk9AAE,39.2
0017000000qviPuAAI,- $45 mm
0017000000qvzCsAAI,- $45 mm
0017000000qw8kOAAQ,40
0017000000qw8lgAAA,95
0017000000qwmVaAAI,802 mn
0017000000qx9HmAAI,844
0017000000rW6DxAAK,275
0017000000rW703AAC,86
0017000000rWMQpAAO,300
0017000000rX58uAAC,40
0017000000rXS7YAAW,71.6
0017000000rXzj5AAC,$1.34 bn
0017000000rYoXuAAK,125
0017000000rYochAAC,18.3
0017000000rZ2FtAAK,50
0017000000rZrxJAAS,150
0017000000s5zDWAAY,3.6
0017000000s5zFDAAY,- $8 million
0017000000s6VQUAA2,30
0017000000sbvqAAAQ,50
0017000000scEhTAAU,1160
0017000000scEhxAAE,455
0017000000sctXzAAI,150
0017000000sdWqJAAU,65.6
0017000000seat2AAA,65
0017000000sehY1AAI,1339
0017000000sesVYAAY,149
0017000000sf9i4AAA,2400
0017000000sfOm7AAE,400
0017000000t8oHmAAI,69.4
0017000000t8oJEAAY,200
0017000000t8oKNAAY,214
0017000000t8oKWAAY,116
0017000000t8oNLAAY,40
0017000000t8oW8AAI,40 mm
0017000000t8omqAAA,722
0017000000t8xJzAAI,1100
0017000000t97RaAAI,1820
0017000000t9NzMAAU,626
0017000000t9O00AAE,500
0017000000tB6YZAA0,102mm
0017000000tBI2pAAG,150
0017000000tBQYaAAO,1000
0017000000tC6O4AAK,601.1
0017000000tC6PbAAK,$250 mm
0017000000tCTJeAAO,45
0017000000tCTOKAA4,47
0017000000tCrSiAAK,500
0017000000tCrWKAA0,157
0017000000tc9o6AAA,140
0017000000tcA7kAAE,450M
0017000000tcYRWAA2,186
0017000000tcYTsAAM,100
0017000000tch6HAAQ,800
0017000000tch7eAAA,616
0017000000td3vnAAA,500
0017000000tdYfnAAE,761
0017000000tdjKIAAY,165
0017000000tdjYoAAI,154 Million
0017000000tdjfgAAA,400
0017000000tfKXwAAM,150
0017000000tfPB8AAM,60
0017000000tfPKVAA2,135
0017000000tfXCkAAM,10000
0017000000tfsa2AAA,150
0017000000u2158AAA,14.7
0017000000u2VWAAA2,10
0017000000u2VZoAAM,40
0017000000u2ulqAAA,300 Mn
0017000000u3N0PAAU,250
0017000000u3Nc1AAE,300
0017000000u3Pl8AAE,750
0017000000u3huJAAQ,- $65 mm
0017000000u3iFyAAI,125
0017000000u3ow7AAA,2800
0017000000u4AOCAA2,194
0017000000u4PuPAAU,64
0017000000ugWOhAAM,600 + Balance Sheet
0017000000uha5ZAAQ,150
0017000000uiDfiAAE,$73.5mm
0017000000uiDeAAAU,479
0017000000uicnmAAA,52.1
0017000000uid5DAAQ,972
0017000000ujSPDAA2,194
0017000000ujSwZAAU,180
0017000000ujZi7AAE,173
0017000000ujZkNAAU,130
0017000000ukbvbAAA,60
0017000000ukjnRAAQ,NOK 6.0 bn / $1025 mm
0017000000ukqYnAAI,35 mm
0017000000uksTYAAY,70
0017000000ulB8AAAU,117
0017000000ulSmpAAE,‰âÂ130
0017000000vFgKKAA0,370
0017000000vFo6QAAS,100
0017000000vFzHIAA0,140
0017000000vG1iyAAC,500-600
0017000000vGQiKAAW,$147 mm
0017000000vHDUsAAO,171
0017000000vHIiIAAW,189.4
0017000000vHgn1AAC,2700
0017000000vHiMqAAK,182
0017000000viajpAAA,100
0017000000vjzUwAAI,11
0017000000vk0GFAAY,672.7
0017000000vk0IGAAY,664
0017000000vkAJmAAM,- $75 mm
0017000000vkAzOAAU,80
0017000000vkB4JAAU,100
0017000000vkklRAAQ,-‰âÂ115 mm (Approximately $128.7 mm)
0017000000vklavAAA,25
0017000000vkysrAAA,250
0017000000vkyyzAAA,- $70.7 mm
0017000000vkzaGAAQ,$75 mm
0017000000vl0TaAAI,EUR 1.2 bn
0017000000vlA0uAAE,200
0017000000vlBQHAA2,500
0017000000vlNylAAE,35
0017000000vmENSAA2,40
0017000000vmERLAA2,200
0017000000wKMD6AAO,- $180 mm
0017000000wKMfLAAW,250
0017000000wKNXIAA4,100 mm
0017000000wKNZTAA4,$50 mm
0017000000wKg1YAAS,125
0017000000wKsTwAAK,150
0017000000wKsVEAA0,50
0017000000wKzkMAAS,- $150mm
0017000000wKzleAAC,120
0017000000wL30iAAC,500
0017000000wLAHhAAO,90
0017000000wLDRMAA4,300
0017000000wLs9PAAS,195
0017000000wM04tAAC,8000
0017000000wMVoiAAG,5.1
0017000000wN0D7AAK,$525 mm
0017000000wNFT7AAO,350
0017000000wNk1mAAC,600
0017000000wNk5tAAC,10
0017000000wO7bBAAS,125
0017000000wnTDeAAM,-  $15 million
0017000000wnuIUAAY,133
0017000000wo6OjAAI,- $300 mm
0017000000wokBgAAI,- $131 mm
0017000000wokEGAAY,$320mm
0017000000wokoYAAQ,100
0017000000womVMAAY,42
0017000000wpLZ5AAM,90
0017000000wq2aRAAQ,100
0017000000wr63XAAQ,166.39
0017000000wr64QAAQ,$263 mm
0017000000wr7KjAAI,389
0017000000wrIKFAA2,316.8
0017000000xKvgqAAC,300
0017000000xLIbWAAW,89
0017000000xLIcyAAG,å£100mm = $154.67mm
0017000000xLXWMAA4,100 Euros = $132 mm
0017000000xLnoiAAC,$20.5 mm
0017000000xLuldAAC,5
0017000000xME7DAAW,4230
0017000000xMhPaAAK,50
0017000000xMhPuAAK,- $100 mm
0017000000xMhbQAAS,200
0017000000xMhe5AAC,146
0017000000xN0FtAAK,180
0017000000xN0OMAA0,304
0017000000xNLUhAAO,$1bn
0017000000xNMQyAAO,128.32
0017000000xNw0mAAC,50
0017000000xNw29AAC,35
0017000000xO4u6AAC,- $309 mm
0017000000xOZegAAG,137
0017000000y0vCoAAI,40
0017000000y17UJAAY,2550
0017000000y17UTAAY,$140 mm
0017000000y17UdAAI,$10 mm
0017000000y17VlAAI,$700 mm
0017000000y1TYqAAM,100
0017000000y1lcxAAA,64
0017000000y1lvyAAA,45
0017000000y2M4NAAU,"å£1,600 mm"
0017000000y2MsWAAU,$40 mm
0017000000y2owDAAQ,$100MM
0017000000y4GmvAAE,$200.7 mm
0017000000yMH5RAAW,500
0017000000yMIAiAAO,50
0017000000yMImCAAW,- $100 mm
0017000000yMXrmAAG,20
0017000000yMoEoAAK,-$239.6 million
0017000000yMp8BAAS,720
0017000000yNwfIAAS,80
0017000000yODYaAAO,200
0017000000yOadxAAC,$60 mm
0017000000yOakhAAC,991
0017000000yObKvAAK,$7.37 
0017000000yOj1yAAC,$30 mm
00170000010EuXrAAK,- $15.5 mm
0017000000yP1hBAAS,- $1.96 bn
0017000000yPC2YAAW,$650 mm
00170000010iyeAAAQ,7
0017000000yQ1hOAAS,256.8
0017000000yQ1kIAAS,$20 Million
0017000000yl7r0AAA,$50 mm
0017000000ylrWpAAI,$1 bn
0017000000ylsCDAAY,6
0017000000ym47eAAA,217
0017000000ymdypAAA,220
0017000000ymeqxAAA,- $1.1 b
0017000000yn1pLAAQ,600
0017000000ynadSAAQ,500
0017000000ynagvAAA,- $500 mm
0017000000ynbPAAAY,125
0017000000yoOqzAAE,- $810.8 mm
0017000000yoXgZAAU,- $100 million
0017000000yp7m3AAA,- $190mm
0017000000zdgUIAAY,$285 mm
0017000000zeKqFAAU,$84 M
0017000000zepaKAAQ,420
0017000000zf8vlAAA,160
0017000000zfKXKAA2,49.1
0017000000zfYiWAAU,- $50 mm
0017000000zfh2vAAA,100
0017000000zg7ryAAA,- $50 mm
0017000000zg8dKAAQ,55
0017000000zgGFxAAM,1600
0017000000zh59VAAQ,11284
0017000000zhCcnAAE,300
00170000010BKwLAAW,500
00170000010BsoMAAS,500
00170000010C9xDAAS,1000
00170000010CrJrAAK,978.329
00170000010Cs9NAAS,- &285 mn
00170000010DKlgAAG,‰âÂ68
00170000010EQjUAAW,1500
00170000010DqBnAAK,500
00170000010DrLmAAK,1750
00170000010DzkxAAC,12
00170000010DrcPAAS,63.5
00170000010E4baAAC,100
00170000010ES7NAAW,740
00170000010EeYUAA0,10
00170000010EtIUAA0,62
00170000010F8FjAAK,50
00170000010iyjeAAA,51
00170000010jDR1AAM,32.4
00170000010jXU5AAM,350
00170000010jXYlAAM,75
00170000010jgphAAA,4
00170000010jgxvAAA,1200
00170000010kJZgAAM,"3,750"
00170000010kTUPAA2,175
00170000010kb3YAAQ,$315 mm
00170000010l9bGAAQ,$200mm
00170000010lFgSAAU,61
00170000010m0s0AAA,- $47 mm
00170000010m8xDAAQ,- $$390.8 mm
00170000011M8XpAAK,100
00170000011MJ4uAAG,50
00170000011NOobAAG,10000+
00170000011NPpWAAW,$70 
00170000011NYrsAAG,"10,000"
00170000011Nwa1AAC,50
00170000011OSl4AAG,50
00170000011OSpaAAG,250
00170000011sAFyAAM,‰âÂ40mm
00170000011tYiKAAU,$122 mm
00170000011tdfAAAQ,"- $1,100.8 mm"
00170000011u0yyAAA,125
00170000011u3etAAA,10
00170000011u4oNAAQ,50
00170000011u5pUAAQ,- $227.9 mm
00170000011v4eiAAA,"Approximately $38 mm Source link : http://www.finextra.com/news/announcement.aspx?pressreleaseid=62495"
00170000011vHS1AAM,- $100 million
00170000011vTv6AAE,$175 
00170000011vfmYAAQ,$30 mm
00170000011vgeOAAQ,400
00170000011viOlAAI,$20.85mm
00170000012MiQ8AAK,450
00170000012MxuuAAC,50
00170000012NK1SAAW,618
00170000012NlB5AAK,78.7
00170000012P6DQAA0,77
001700000135ejhAAA,300
0017000001367ypAAA,2725
00170000013687BAAQ,- $750 mm
001700000137EyJAAU,-112
001700000137ttKAAQ,350
001700000137w8XAAQ,$41.07 mm
001700000137wVvAAI,-$91 mm
001700000138cccAAA,27.5
001700000139DoOAAU,$150 mn
00170000013qEfyAAE,230
00170000013rFElAAM,125
00170000013rGb8AAE,29
00170000013rPzqAAE,$840 mm
00170000013s0HGAAY,100
00170000014JzW9AAK,- $145 mm
00170000014K2OEAA0,- $300 mm
00170000014KYsgAAG,200
00170000014MLn2AAG,150
00170000015COEbAAO,45
00170000015CXrlAAG,100
00170000015CfHpAAK,350
00170000015CwgzAAC,175
00170000015D9UbAAK,4.2
00170000015D9VAAA0,42
00170000015Dn90AAC,525  mm
00170000015EGEOAA4,550
00170000015EKY6AAO,‰âÂ100
00170000015EKwrAAG,654
00170000016XGqOAAW,360
00170000016V5lLAAS,120
00170000016V1FcAAK,52.5
00170000016VVtmAAG,- Fund Size: $82.86 mm
00170000016W1cPAAS,140
00170000016WwZyAAK,- $557.6 mm
00170000016XBJpAAO,$200 mm
00170000016XRw9AAG,37.5
00170000016XYhbAAG,50
00170000018RrGHAA0,16.2925
00170000018S2yjAAC,$150 
00170000018S7TEAA0,$50 mm
00170000018S7WGAA0,- $250 mm
00170000018S8CyAAK,- $51.3 mm
00170000018Sh6hAAC,30
00170000018SsDoAAK,140
00170000018Tu4GAAS,150
00170000018UxIeAAK,200
00170000019JcAgAAK,30
00170000019JdVoAAK,- $240 mm
00170000019KOw7AAG,200
00170000019KdwaAAC,24
00170000019KdxnAAC,$150 mm
00170000019LlL8AAK,200
00170000019M2EMAA0,220
00170000019MAhMAAW,150
00170000019MRTcAAO,135
00170000019MUFaAAO,1400
00170000019Ma73AAC,600
00170000019Mbi1AAC,18.35
00170000019MwULAA0,13.5
0017000001A86NyAAJ,23
0017000001A9BrVAAV,620
0017000001A9CiBAAV,39.4
0017000001A9CjTAAV,$10m
0017000001A9KjlAAF,75
0017000001AAIRrAAP,178.4
0017000001AAMXOAA5,400
0017000001AAPqlAAH,45
0017000001AckPOAAZ,$0.25 
0017000001Ad8oZAAR,171
0017000001AdLwgAAF,40
0017000001AdS6kAAF,105
0017000001AdiDKAAZ,195
0017000001AdxAyAAJ,$185.1 mm
0017000001Ae871AAB,$44.72 mm
0017000001AebCDAAZ,20
0017000001AejR8AAJ,< 90mm
0017000001Af1RHAAZ,100
0017000001AfOROAA3,630
0017000001BQ7EdAAL,25
0017000001BQT0hAAH,250
0017000001BR4IKAA1,- $30 mm
0017000001BRd2yAAD,95.6
0017000001BRd3DAAT,- $366.8 mm
0017000001BSBreAAH,1388
0017000001BSJ6kAAH,265
0017000001BTX5kAAH,28
0017000001BTawXAAT,250
0017000001BTnFMAA1,182
0017000001CIEjVAAX,114
0017000001CJ8RcAAL,$250mm
0017000001CJQvNAAX,1472
0017000001CJo8rAAD,20
0017000001CJwFXAA1,75
0017000001CKJi8AAH,51.4
0017000001CKZrAAAX,18
0017000001CLTxbAAH,23
0017000001D2RS7AAN,280
0017000001D2bphAAB,- $175 mm
0017000001D2egOAAR,10
0017000001D2emwAAB,$100 mm
0017000001D2m64AAB,229
0017000001D2xrpAAB,350
0017000001D34eJAAR,390
0017000001D35dCAAR,560
0017000001DOHMpAAP,200
0017000001DOrqyAAD,1.1
0017000001DQbuuAAD,$25 mm
0017000001DQuCIAA1,$100 mm
0017000001DQuCcAAL,$200 mm
0017000001DREXNAA5,190
0017000001Da9rWAAR,3220
0017000001Da9rlAAB,35
0017000001Da9syAAB,806.9 mm
0017000001DaCKwAAN,94
0017000001DaEQdAAN,- $711 mm
0017000001Dab3HAAR,$10.5 bn
0017000001DbLL0AAN,550
0017000001DbNJwAAN,227.1
0017000001Dc7XuAAJ,150
0017000001DcHrTAAV,53
0017000001DcahPAAR,100
0017000001Dd52BAAR,600 mm
0017000001EFEDWAA5,80
0017000001EFEEAAA5,250
0017000001EoXnRAAV,400
0017000001EoXvaAAF,-$250 mm
0017000001EoY2BAAV,1250
0017000001EocIfAAJ,3500
0017000001EocwTAAR,15009
0017000001EqAGkAAN,93
0017000001EqAIMAA3,15.8
0017000001EqfjWAAR,$20mm
0017000001GF8VmAAL,460
0017000001GFpUSAA1,118
0017000001GG98LAAT,100
0017000001GelaLAAR,380
0017000001GgRAlAAN,100
0017000001He0eEAAR,3900
0017000001He0iBAAR,7428
0017000001He0j9AAB,673
0017000001He0k7AAB,1000
0017000001Hn8C0AAJ,$168 mm
0017000001HnykSAAR,$100 million
0017000001HnROoAAN,13000
0017000001HnRRYAA3,1100
0017000001HngeLAAR,100
0017000001HnzWVAAZ,-$106 mm
0017000001HpF36AAF,100
0017000001HpF5MAAV,80
0017000001HpF6jAAF,240
0017000001HpFGAAA3,40
0017000001HpFifAAF,1300
0017000001HpFxzAAF,230
0017000001HpFyYAAV,75
0017000001HpwhSAAR,50
0017000001HpyyCAAR,102
0017000001IS4nyAAD,37.86
0017000001IS4rCAAT,5.57
0017000001ISC66AAH,18400
0017000001ISjsDAAT,55
0017000001IT0WfAAL,93
0017000001IT8Y7AAL,1000
0017000001ITspgAAD,400
0017000001ITy7MAAT,83.7
0017000001IUj61AAD,150
0017000001IUy1sAAD,161
0017000001IV7A8AAL,1700
0017000001IW1tyAAD,- $100 mm
0017000001JKtIgAAL,755
0017000001JKtUyAAL,"$3,830 mm"
0017000001JKtZgAAL,680
0017000001JMFUoAAP,$500 mm
0017000001JMoPyAAL,- $37 mm
0017000001JNMvhAAH,250
0017000001JO2qBAAT,"- 45.48 mm as on October 13, 2015"
0017000001JO2sbAAD,24.7
0017000001JO2ucAAD,38.47
0017000001K0qHrAAJ,400
0017000001K4eANAAZ,- $170 mm
0017000001K262iAAB,650
0017000001Kp0y0AAB,49.5
0017000001Kp53rAAB,- $260 mm
0017000001KqR7gAAF,10
0017000001KqYJ5AAN,232
0017000001KqoInAAJ,20
0017000001KrVTwAAN,50
0017000001KroTPAAZ,1300
0017000001Kt3H8AAJ,- $7.125 mm
0017000001LQywhAAD,50
0017000001LRMftAAH,40
0017000001LRN2RAAX,4320
0017000001LSCYnAAP,60
0017000001LSmtvAAD,200
0017000001LSnEZAA1,136
0017000001LT0hTAAT,137
0017000001LT9U5AAL,$350 mm
0017000001LU3bfAAD,5000
0017000001LUJB1AAP,12
0017000001LUiMIAA1,25
0017000001MBdq3AAD,- $45.12 mm
0017000001MD3JUAA1,$100 
0017000001MD3YtAAL,300
0017000001MD3gTAAT,$70mm
0017000001MDgkVAAT,85
0017000001MUXvuAAH,400
0017000001MUf8YAAT,$125 mm
0017000001MVBNtAAP,50
0017000001MVNuIAAX,- $225 mm
0017000001MVLE7AAP,300 Mn
0017000001MVLj0AAH,550
0017000001MVN7gAAH,48
0017000001MVkfhAAD,11.35
0017000001NT2uMAAT,52.2
0017000001NTFeYAAX,198.45 mm
0017000001NUb71AAD,$22 mm
0017000001NUkV0AAL,200
0017000001NVQUqAAP,1000
0017000001NVutVAAT,9.8 bn
0017000001NWR03AAH,53.1
0017000001OTwmAAAT,258
0017000001OULpDAAX,46.18
0017000001OULq6AAH,16
0017000001OVbehAAD,100
0017000001OW8JNAA1,62.4
0017000001OW9WqAAL,75.3
0017000001OWGmSAAX,100
0017000001OWKUPAA5,584
0017000001OWVjrAAH,500
0017000001OWs4cAAD,100
0017000001OX9ALAA1,12mm
0017000001OXEuiAAH,- 13 mm
0017000001OudkWAAR,- $85 mm
0017000001OujgLAAR,45.77
0017000001OujgfAAB,195
0017000001OumkmAAB,$500mm
0017000001OvDGnAAN,964
0017000001OvG8wAAF,- $700 mm
0017000001OvG9BAAV,115
0017000001Ow1hsAAB,- $250 mm
0017000001QVNirAAH,52
0017000001QVyhxAAD,350
0017000001QWGWHAA5,100
0017000001QWJh9AAH,250
0017000001QXBsLAAX,750
0017000001QXLmVAAX,CLOSED
0017000001QXWEYAA5,256.75
0017000001QY4BuAAL,$40 mm
0017000001QYAoHAAX,$6 MM
0017000001QYAvIAAX,$109.525mm
0017000001QYKe6AAH,40
0017000001QYOOMAA5,$8 mm
0017000001QYXLAAA5,20
0017000001RF0LnAAL,- $60 mm
0017000001RF1E4AAL,70 bn
0017000001RF4MaAAL,139.4
0017000001RFOSIAA5,100-125
0017000001RJm1TAAT,$20 mm
0017000001RJwNnAAL,210
0017000001V2oJEAAZ,212
0017000001RKJdHAAX,$160 mm
0017000001RKJj5AAH,$100 mm
0017000001RKK8KAAX,$150 mm
0017000001RKKJNAA5,2.5 bn
0017000001RKWMIAA5,257
0017000001RKWWwAAP,$10 mm
0017000001RKWXBAA5,$15 mm
0017000001RKWYxAAP,80
0017000001RKcYlAAL,$72 bn
0017000001RKqrCAAT,82
0017000001RKqwgAAD,$1 bn
0017000001RKr8rAAD,1.15
0017000001RKxygAAD,N/A
0017000001RKzRKAA1,$100 mm
0017000001RL21sAAD,22.72 mm
0017000001RL75AAAT,200
0017000001RLHc5AAH,$ 255.06 mm
0017000001RLHglAAH,150
0017000001RLTMJAA5,Euro 100
0017000001RLYE6AAP,$200mm
0017000001RLrQSAA1,147
0017000001RLwsUAAT,8.8
0017000001RM3wxAAD,30
0017000001RMEznAAH,50
0017000001RMF02AAH,22
0017000001RMPfeAAH,3000
0017000001RMPwkAAH,$200 mm
0017000001RMqyCAAT,$262 mm
0017000001SfIRPAA3,20.5
0017000001SfFuxAAF,$420 mm
0017000001SfNeoAAF,850
0017000001SfTxiAAF,$100 mm
0017000001SwSheAAF,50
0017000001SxANGAA3,- $ 30mm
0017000001SxI9xAAF,10
0017000001SxKoHAAV,62
0017000001SxQ6wAAF,- $210 mm
0017000001SxQD4AAN,33
0017000001SxeJ0AAJ,$61 mm
0017000001SxghjAAB,$325 mm
0017000001Sy8m0AAB,- $ 50mm
0017000001Sy8vkAAB,$50mm
0017000001SyCilAAF,$335 
0017000001SyEZzAAN,$100 mm
0017000001SyGk8AAF,- $15 mm
0017000001SyY3LAAV,- $500mm
0017000001SyY5HAAV,181
0017000001SyYAHAA3,- $200mm
0017000001Sya8oAAB,3000
0017000001Syh4tAAB,25000
0017000001Sz4JaAAJ,‰âÂ350 mm
0017000001SzBZrAAN,141
0017000001SzYuBAAV,200
0017000001SzuXAAAZ,$1 bn
0017000001SzyEFAAZ,$200 mm
0017000001T0MhNAAV,$650mm
0017000001V2ZKfAAN,58
0017000001V2cpTAAR,$15 mm - $50 mm
0017000001V3CuBAAV,$10mm
0017000001V3Hn8AAF,50
0017000001V3RVMAA3,"2012 Fund: $4.17 bn (~$1bn left to invest)2016: Fund $7.8 bn (launch 2017)"
0017000001V3uKGAAZ,200
0017000001V3z5EAAR,70
0017000001V3z7eAAB,$1.5 bn
0017000001V3z8DAAR,$4.3 bn
0017000001V46ORAAZ,80
0017000001V4IJpAAN,200
0017000001V4NQrAAN,500
0017000001V4O3eAAF,$158mm
0017000001V4YWrAAN,50
0017000001V4cdnAAB,500
0017000001V6D12AAF,100
0017000001V6L0lAAF,600
0017000001V6SfLAAV,200
0017000001V6ZmgAAF,"‰âÂ1,050 (target)"
0017000001V6fniAAB,106
0017000001Vr8gRAAR,15
0017000001Vr8o6AAB,700
0017000001VrJceAAF,43.67
0017000001VrNYsAAN,43
0017000001VrV1GAAV,175
0017000001Vra0MAAR,- $ 40mm
0017000001VraCwAAJ,31
0017000001VraujAAB,$53 
0017000001VrxbwAAB,112.44
0017000001Vs531AAB,200
0017000001Vsp50AAB,$102 
0017000001Vt7aOAAR,‰âÂ6.75 bn
0017000001VtCcTAAV,325
0017000001VtG02AAF,1400
0017000001VtNDgAAN,6000
0017000001VtOy8AAF,640
0017000001VtaClAAJ,85
0017000001Vtbm7AAB,25
0017000001Vti5WAAR,272.09
0017000001VtiCDAAZ,150
0017000001VtoywAAB,165
0017000001Vu6M4AAJ,92
0017000001Vu8vXAAR,125
0017000001VuKhQAAV,172
0017000001VuKtfAAF,220
0017000001VuShEAAV,100
0017000001VuZpUAAV,$52mm (targeting)
0017000001VuZvDAAV,$ 70 m
0017000001VugNrAAJ,57.5
0017000001VugfSAAR,500
0017000001XPU8DAAX,$23 mm
0017000001XQEKBAA5,100
0017000001XQbZdAAL,168
0017000001XQbdaAAD,30
0017000001XQuMdAAL,440
0017000001XRCxOAAX,5
0017000001XRGJxAAP,400
0017000001XRJlsAAH,$5 mm
0017000001XRRcTAAX,0.5
0017000001XRUTnAAP,100
0017000001XRiVmAAL,75
0017000001XRowrAAD,15
0017000001XRsquAAD,- $77.5 mm